,city,detailed_location,tipology,price,area,area_per_square_meter,bathrooms,apartament_state
7298,Lisboa,"Estrela, Lisboa",T2,550 000 €,84 m²,6 548 €/m²,Casas de Banho: 1,Em construção
7299,Lisboa,"Estrela, Lisboa",T1,385 000 €,64 m²,6 016 €/m²,Casas de Banho: 1,Em construção
7300,Lisboa,"Estrela, Lisboa",T2,425 000 €,70 m²,6 071 €/m²,Casas de Banho: 1,Em construção
7301,Leiria,"Leiria, Pousos, Barreira e Cortes, Leiria",189 000 €,"142,62 m²",1 325 €/m²,Casas de Banho: 3,Usado,
7302,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,435 000 €,"125,30 m²",3 472 €/m²,Casas de Banho: 3,Usado
7303,Coimbra,"Santo António dos Olivais, Coimbra",T3,187 500 €,120 m²,1 563 €/m²,Casas de Banho: 2,Renovado
7304,Setúbal,"Pinhal Novo, Palmela, Setúbal",T3,220 000 €,165 m²,1 333 €/m²,Casas de Banho: 2,Novo
7305,Lisboa,"Lumiar, Lisboa",Vídeo,T4,550 000 €,155 m²,3 548 €/m²,Casas de Banho: 3
7306,Porto,"Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto",T2,212 000 €,95 m²,2 232 €/m²,Casas de Banho: 2,Usado
7307,Lisboa,"São Domingos de Benfica, Lisboa",T1,375 000 €,110 m²,3 409 €/m²,Casas de Banho: 2,Renovado
7308,Coimbra,"Buarcos e São Julião, Figueira da Foz, Coimbra",T4,197 500 €,162 m²,1 219 €/m²,Usado,
7309,Lisboa,"Benfica, Lisboa",T3,339 900 €,100 m²,3 399 €/m²,Casas de Banho: 2,Renovado
7310,Porto,"Azurara, Vila do Conde, Porto",T2,180 000 €,77 m²,2 338 €/m²,Casas de Banho: 2,Renovado
7311,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,179 000 €,101 m²,1 772 €/m²,Casas de Banho: 2,Usado
7312,Coimbra,"Santo António dos Olivais, Coimbra",T2,225 000 €,90 m²,2 500 €/m²,Casas de Banho: 2,Novo
7313,Braga,"Azurém, Guimarães, Braga",T2,165 000 €,107 m²,1 542 €/m²,Casas de Banho: 3,Novo
7314,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,195 000 €,88 m²,2 216 €/m²,Casas de Banho: 1,Usado
7315,Porto,"Madalena, Vila Nova de Gaia, Porto",T3,360 000 €,"149,50 m²",2 408 €/m²,Casas de Banho: 3,Novo
7316,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T4,1 150 000 €,205 m²,5 610 €/m²,Casas de Banho: 4 ou mais,Novo
7317,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T3,380 000 €,136 m²,2 794 €/m²,Casas de Banho: 2,
7318,Porto,"Madalena, Vila Nova de Gaia, Porto",T2,265 000 €,109 m²,2 431 €/m²,Casas de Banho: 2,Novo
7319,Lisboa,"Porto Salvo, Oeiras, Lisboa",T4,775 000 €,168 m²,4 613 €/m²,Casas de Banho: 4 ou mais,Novo
7320,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,196 500 €,"101,25 m²",1 941 €/m²,Casas de Banho: 2,Usado
7321,Faro,"Guia, Albufeira, Faro",T3,376 485 €,164 m²,2 296 €/m²,Casas de Banho: 2,Usado
7322,Faro,"São Gonçalo de Lagos, Lagos, Faro",T2,270 000 €,60 m²,4 500 €/m²,Casas de Banho: 1,Usado
7323,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,730 000 €,143 m²,5 105 €/m²,Casas de Banho: 3,Novo
7324,Porto,"Canidelo, Vila Nova de Gaia, Porto",T3,267 000 €,117 m²,2 282 €/m²,Casas de Banho: 3,Novo
7325,Setúbal,"Alhos Vedros, Moita, Setúbal",T3,187 000 €,113 m²,1 655 €/m²,Casas de Banho: 2,Usado
7326,Lisboa,"Carcavelos e Parede, Cascais, Lisboa",T2,219 000 €,73 m²,3 000 €/m²,Acompanhamento Virtual,Casas de Banho: 1
7327,Lisboa,"Águas Livres, Amadora, Lisboa",Vídeo,T2,150 000 €,66 m²,2 273 €/m²,Casas de Banho: 1
7328,Ilha da Madeira,"São Martinho, Funchal, Ilha da Madeira",T2,295 000 €,"113,85 m²",2 591 €/m²,Casas de Banho: 2,Renovado
7329,Lisboa,"Areeiro, Lisboa",T4,1 470 000 €,188 m²,7 819 €/m²,Casas de Banho: 4 ou mais,Em construção
7330,Setúbal,"Pinhal Novo, Palmela, Setúbal",T3,172 500 €,"112,85 m²",1 529 €/m²,Casas de Banho: 2,Novo
7331,Lisboa,"Águas Livres, Amadora, Lisboa",T4,410 000 €,"164,30 m²",2 495 €/m²,Casas de Banho: 3,Novo
7332,Lisboa,"Águas Livres, Amadora, Lisboa",T3,295 000 €,"116,45 m²",2 533 €/m²,Casas de Banho: 2,Novo
7333,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T4,930 000 €,191 m²,4 869 €/m²,Casas de Banho: 4 ou mais
7334,Lisboa,"Avenidas Novas, Lisboa",T0,460 000 €,75 m²,6 133 €/m²,Casas de Banho: 1,Em construção
7335,Porto,"Paranhos, Porto",T3,250 000 €,"96,15 m²",2 600 €/m²,Casas de Banho: 3,Renovado
7336,Porto,"Campanhã, Porto",Vídeo,T1,175 000 €,"49,75 m²",3 518 €/m²,Casas de Banho: 1
7337,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,265 000 €,"71,52 m²",3 705 €/m²,Casas de Banho: 1,Novo
7338,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,275 000 €,"71,51 m²",3 846 €/m²,Casas de Banho: 1,Novo
7339,Lisboa,"Alcabideche, Cascais, Lisboa",T2,Preço sob consulta,"81,54 m²",Casas de Banho: 2,Usado,
7340,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,265 000 €,"73,53 m²",3 604 €/m²,Casas de Banho: 1,Novo
7341,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,180 000 €,82 m²,2 195 €/m²,Casas de Banho: 1,Em construção
7342,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",Vídeo,T2,195 000 €,88 m²,2 216 €/m²,Casas de Banho: 1
7343,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,256 000 €,"73,53 m²",3 482 €/m²,Casas de Banho: 1,Novo
7344,Lisboa,"Parque das Nações, Lisboa",T2,350 000 €,73 m²,4 795 €/m²,Casas de Banho: 2,Usado
7345,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,256 000 €,"80,53 m²",3 179 €/m²,Casas de Banho: 1,Novo
7346,Coimbra,"Eiras e São Paulo de Frades, Coimbra",T3,135 000 €,145 m²,931 €/m²,Casas de Banho: 2,Usado
7347,Lisboa,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T2,225 000 €,75 m²,3 000 €/m²,Casas de Banho: 1,Renovado
7348,Setúbal,"Pinhal Novo, Palmela, Setúbal",T3,190 000 €,175 m²,1 086 €/m²,Acompanhamento Virtual,Casas de Banho: 2
7349,Lisboa,"Arroios, Lisboa",T1,240 000 €,48 m²,5 000 €/m²,Casas de Banho: 1,Renovado
7350,Setúbal,"Montijo e Afonsoeiro, Montijo, Setúbal",Vídeo,T3,285 000 €,134 m²,2 127 €/m²,Casas de Banho: 2
7351,Lisboa,"Sacavém e Prior Velho, Loures, Lisboa",T3,365 000 €,121 m²,3 017 €/m²,Casas de Banho: 2,Usado
7352,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T2,97 500 €,78 m²,1 250 €/m²,Casas de Banho: 1,Usado
7353,Lisboa,"Arroios, Lisboa",T1,240 000 €,46 m²,5 217 €/m²,Casas de Banho: 1,Renovado
7354,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",Vídeo,T2,259 000 €,104 m²,2 490 €/m²,Casas de Banho: 2
7355,Setúbal,"Amora, Seixal, Setúbal",T2,223 000 €,112 m²,1 991 €/m²,Casas de Banho: 1,Usado
7356,Braga,"Nossa Senhora do Amparo, Póvoa de Lanhoso, Braga",T3,108 000 €,120 m²,900 €/m²,Casas de Banho: 2,
7357,Porto,"Rio Tinto, Gondomar, Porto",T2,105 000 €,64 m²,1 641 €/m²,Casas de Banho: 1,Renovado
7358,Faro,"Portimão, Faro",T2,399 000 €,"78,79 m²",5 064 €/m²,Casas de Banho: 2,Usado
7359,Porto,"Rio Tinto, Gondomar, Porto",T2,108 000 €,76 m²,1 421 €/m²,Casas de Banho: 1,Usado
7360,Lisboa,"Alvalade, Lisboa",T3,930 000 €,140 m²,6 643 €/m²,Casas de Banho: 3,Novo
7361,Lisboa,"Alvalade, Lisboa",T1,425 000 €,60 m²,7 083 €/m²,Casas de Banho: 1,Novo
7362,Lisboa,"Benfica, Lisboa",T2,530 000 €,131 m²,4 046 €/m²,Casas de Banho: 3,
7363,Porto,"Pedroso e Seixezelo, Vila Nova de Gaia, Porto",T3,167 000 €,125 m²,1 336 €/m²,Casas de Banho: 3,Renovado
7364,Braga,"Moimenta (Santo André), Terras de Bouro, Braga",Vídeo,T2,102 000 €,98 m²,1 041 €/m²,Casas de Banho: 2
7365,Porto,"São Felix da Marinha, Vila Nova de Gaia, Porto",T2,135 000 €,92 m²,1 467 €/m²,Casas de Banho: 1,Usado
7366,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,127 500 €,82 m²,1 555 €/m²,Casas de Banho: 1,Renovado
7367,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,127 500 €,82 m²,1 555 €/m²,Casas de Banho: 1,Renovado
7368,Lisboa,"Belém, Lisboa",T1,895 000 €,78 m²,11 474 €/m²,Casas de Banho: 1,Em construção
7369,Lisboa,"Belém, Lisboa",T1,895 000 €,76 m²,11 776 €/m²,Casas de Banho: 1,Em construção
7370,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",Vídeo,T1,235 000 €,95 m²,2 474 €/m²,Casas de Banho: 2
7371,Porto,"Bonfim, Porto",T1,219 500 €,85 m²,2 582 €/m²,Casas de Banho: 1,Novo
7372,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T3,690 000 €,161 m²,4 286 €/m²,Casas de Banho: 3
7373,Lisboa,"Algueirão-Mem Martins, Sintra, Lisboa",T3,135 000 €,"86,50 m²",1 561 €/m²,Casas de Banho: 2,Usado
7374,Lisboa,"Sacavém e Prior Velho, Loures, Lisboa",T3,219 000 €,100 m²,2 190 €/m²,Casas de Banho: 2,Usado
7375,Porto,"Madalena, Vila Nova de Gaia, Porto",T1,145 000 €,59 m²,2 458 €/m²,Casas de Banho: 1,Em construção
7376,Porto,"Madalena, Vila Nova de Gaia, Porto",T2,210 000 €,95 m²,2 211 €/m²,Casas de Banho: 2,Em construção
7377,Faro,"Faro (Sé e São Pedro), Faro",T3,270 000 €,106 m²,2 547 €/m²,Casas de Banho: 2,Usado
7378,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T2,195 000 €,"89,90 m²",2 169 €/m²,Casas de Banho: 2,Novo
7379,Coimbra,"Tavarede, Figueira da Foz, Coimbra",T2,78 000 €,90 m²,867 €/m²,Casas de Banho: 1,Usado
7380,Lisboa,"Avenidas Novas, Lisboa",T0,475 000 €,75 m²,6 333 €/m²,Casas de Banho: 1,Em construção
7381,Porto,"Campanhã, Porto",T1,165 000 €,50 m²,3 300 €/m²,Casas de Banho: 1,Novo
7382,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T2,450 000 €,118 m²,3 814 €/m²,Casas de Banho: 2,Novo
7383,Porto,"Lordelo do Ouro e Massarelos, Porto",T3,330 000 €,"134,50 m²",2 454 €/m²,Casas de Banho: 2,Usado
7384,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T3,235 000 €,"121,50 m²",1 934 €/m²,Casas de Banho: 2,Usado
7385,Faro,"Albufeira e Olhos de Água, Albufeira, Faro",T2,256 000 €,"80,46 m²",3 182 €/m²,Casas de Banho: 1,Novo
7386,Faro,"Armação de Pêra, Silves, Faro",T1,106 000 €,42 m²,2 524 €/m²,Casas de Banho: 1,Usado
7387,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T4,1 600 000 €,259 m²,6 178 €/m²,Casas de Banho: 4 ou mais
7388,Porto,"Ramalde, Porto",Vídeo,T2,355 000 €,96 m²,3 698 €/m²,Casas de Banho: 2
7389,Lisboa,"Ericeira, Mafra, Lisboa",T3,439 000 €,135 m²,3 252 €/m²,Casas de Banho: 3,Usado
7390,Lisboa,"Queluz e Belas, Sintra, Lisboa",T2,149 000 €,110 m²,1 355 €/m²,Casas de Banho: 1,Renovado
7391,Lisboa,"Belém, Lisboa",T1,855 000 €,73 m²,11 712 €/m²,Casas de Banho: 1,Em construção
7392,Lisboa,"Belém, Lisboa",T1,895 000 €,74 m²,12 095 €/m²,Casas de Banho: 1,Em construção
7393,Lisboa,"Belém, Lisboa",T1,895 000 €,80 m²,11 188 €/m²,Casas de Banho: 1,Em construção
7394,Lisboa,"Belém, Lisboa",T1,895 000 €,73 m²,12 260 €/m²,Casas de Banho: 1,Em construção
7395,Lisboa,"Belém, Lisboa",T1,855 000 €,72 m²,11 875 €/m²,Casas de Banho: 1,Em construção
7396,Lisboa,"Belém, Lisboa",T1,895 000 €,65 m²,13 769 €/m²,Casas de Banho: 1,Em construção
7397,Lisboa,"Carnaxide e Queijas, Oeiras, Lisboa",T3,455 000 €,144 m²,3 160 €/m²,Casas de Banho: 3,Usado
7398,Lisboa,"Casal de Cambra, Sintra, Lisboa",T2,198 000 €,106 m²,1 868 €/m²,Casas de Banho: 2,Usado
7399,Porto,"Rio Tinto, Gondomar, Porto",T2,185 000 €,89 m²,2 079 €/m²,Casas de Banho: 2,Renovado
7400,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",Vídeo,T3,405 000 €,92 m²,4 402 €/m²,Casas de Banho: 2
7401,Porto,"Campanhã, Porto",T3,783 800 €,"153,20 m²",5 116 €/m²,Casas de Banho: 4 ou mais,Em construção
7402,Porto,"Bonfim, Porto",T2,277 000 €,"87,64 m²",3 161 €/m²,Casas de Banho: 1,Em construção
7403,Porto,"São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,158 000 €,"76,94 m²",2 054 €/m²,Casas de Banho: 2,Usado
7404,Lisboa,"Belém, Lisboa",T2,1 055 000 €,114 m²,9 254 €/m²,Casas de Banho: 2,Em construção
7405,Lisboa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T2,275 000 €,71 m²,3 873 €/m²,Casas de Banho: 1,Novo
7406,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,325 000 €,129 m²,2 519 €/m²,Casas de Banho: 3,Em construção
7407,Faro,"Tavira (Santa Maria e Santiago), Tavira, Faro",T3,560 000 €,233 m²,2 403 €/m²,Casas de Banho: 2,Em construção
7408,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",T3,420 000 €,143 m²,2 937 €/m²,Casas de Banho: 3,Em construção
7409,Porto,"Matosinhos e Leça da Palmeira, Matosinhos, Porto",Vídeo,T2,480 000 €,"129,36 m²",3 711 €/m²,Casas de Banho: 2
7410,Porto,"Ramalde, Porto",T3,390 000 €,"170,70 m²",2 285 €/m²,Casas de Banho: 2,Novo
7411,Porto,"Paranhos, Porto",T3,360 000 €,"113,73 m²",3 165 €/m²,Casas de Banho: 3,Em construção
7412,Lisboa,"Belém, Lisboa",T1,860 000 €,74 m²,11 622 €/m²,Casas de Banho: 1,Em construção
7413,Lisboa,"Belém, Lisboa",T1,860 000 €,75 m²,11 467 €/m²,Casas de Banho: 1,Em construção
7414,Lisboa,"Belém, Lisboa",T1,860 000 €,78 m²,11 026 €/m²,Casas de Banho: 1,Em construção
7415,Lisboa,"Belém, Lisboa",T2,1 055 000 €,125 m²,8 440 €/m²,Casas de Banho: 2,Em construção
7416,Lisboa,"Belém, Lisboa",T2,1 055 000 €,125 m²,8 440 €/m²,Casas de Banho: 2,Em construção
7417,Lisboa,"Belém, Lisboa",T1,855 000 €,80 m²,10 688 €/m²,Casas de Banho: 1,Em construção
7418,Porto,"Lordelo do Ouro e Massarelos, Porto",T3,480 000 €,129 m²,3 721 €/m²,Casas de Banho: 2,Renovado
7419,Lisboa,"Ericeira, Mafra, Lisboa",T3,350 000 €,127 m²,2 756 €/m²,Casas de Banho: 2,Usado
7420,Lisboa,"Malveira e São Miguel de Alcainça, Mafra, Lisboa",T3,230 000 €,139 m²,1 655 €/m²,Casas de Banho: 3,Usado
7421,Lisboa,"Belém, Lisboa",T2,945 000 €,110 m²,8 591 €/m²,Casas de Banho: 2,Em construção
7422,Lisboa,"Porto Salvo, Oeiras, Lisboa",T5,815 000 €,228 m²,3 575 €/m²,Casas de Banho: 4 ou mais,Em construção
7423,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,880 000 €,174 m²,5 057 €/m²,Casas de Banho: 3,Em construção
7424,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,715 000 €,174 m²,4 109 €/m²,Casas de Banho: 3,Em construção
7425,Faro,"Quarteira, Loulé, Faro",T2,299 900 €,95 m²,3 157 €/m²,Casas de Banho: 2,Usado
7426,Coimbra,"Eiras e São Paulo de Frades, Coimbra",T3,110 000 €,80 m²,1 375 €/m²,Casas de Banho: 1,Usado
7427,Lisboa,"Estrela, Lisboa",T0,350 000 €,47 m²,7 447 €/m²,Casas de Banho: 1,Novo
7428,Porto,"Canidelo, Vila Nova de Gaia, Porto",T2,170 000 €,105 m²,1 619 €/m²,Casas de Banho: 2,Usado
7429,Leiria,"São Martinho do Porto, Alcobaça, Leiria",T4,289 000 €,182 m²,1 588 €/m²,Casas de Banho: 2,Usado
7430,Lisboa,"Estrela, Lisboa",T0,608 000 €,92 m²,6 609 €/m²,Casas de Banho: 1,Novo
7431,Porto,"Pedrouços, Maia, Porto",Vídeo,T2,182 000 €,127 m²,1 433 €/m²,Casas de Banho: 2
7432,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T2,299 000 €,56 m²,5 339 €/m²,Casas de Banho: 1,Usado
7433,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T4,560 000 €,149 m²,3 758 €/m²,Casas de Banho: 3
7434,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,580 000 €,137 m²,4 234 €/m²,Casas de Banho: 2,Novo
7435,Lisboa,"Cascais e Estoril, Cascais, Lisboa",T3,265 000 €,92 m²,2 880 €/m²,Casas de Banho: 2,Renovado
7436,Lisboa,"Arroios, Lisboa",T4,750 000 €,200 m²,3 750 €/m²,Casas de Banho: 4 ou mais,Usado
7437,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal",T3,170 000 €,94 m²,1 809 €/m²,Casas de Banho: 2,Renovado
7438,Porto,"Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T2,195 000 €,107 m²,1 822 €/m²,Casas de Banho: 2,Novo
7439,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T3,289 000 €,134 m²,2 157 €/m²,Casas de Banho: 2,Novo
7440,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T3,285 000 €,132 m²,2 159 €/m²,Casas de Banho: 3,Em construção
7441,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",T3,725 000 €,"187,43 m²",3 868 €/m²,Casas de Banho: 3,Usado
7442,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T3,328 000 €,120 m²,2 733 €/m²,Casas de Banho: 3,Em construção
7443,Porto,"Arcozelo, Vila Nova de Gaia, Porto",T3,485 000 €,148 m²,3 277 €/m²,Casas de Banho: 3,Em construção
7444,Porto,"Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",Vídeo,T4,340 000 €,117 m²,2 906 €/m²,Casas de Banho: 3
7445,Porto,"Avintes, Vila Nova de Gaia, Porto",T3,245 000 €,151 m²,1 623 €/m²,Casas de Banho: 4 ou mais,Novo
7446,Porto,"Lordelo do Ouro e Massarelos, Porto",Vídeo,T3,660 000 €,"167,90 m²",3 931 €/m²,Casas de Banho: 4 ou mais
7447,Porto,"Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto",Vídeo,T2,191 000 €,80 m²,2 388 €/m²,Casas de Banho: 1
7448,Faro,"Conceição e Cabanas de Tavira, Tavira, Faro",T2,234 900 €,105 m²,2 237 €/m²,Casas de Banho: 2,Usado
7449,Lisboa,"Arroios, Lisboa",T2,530 000 €,"73,21 m²",7 239 €/m²,Casas de Banho: 2,Em construção
7450,Porto,"Aver-O-Mar, Amorim e Terroso, Povoa de Varzim, Porto",T1,154 000 €,75 m²,2 053 €/m²,Casas de Banho: 2,Novo
7451,Lisboa,"Arroios, Lisboa",T2,565 000 €,"73,21 m²",7 718 €/m²,Casas de Banho: 2,Em construção
7452,Lisboa,"Arroios, Lisboa",T2,660 000 €,68 m²,9 706 €/m²,Casas de Banho: 2,Em construção
7453,Lisboa,"Estrela, Lisboa",T1,503 000 €,77 m²,6 532 €/m²,Casas de Banho: 1,Novo
7454,Lisboa,"Estrela, Lisboa",T1,520 000 €,74 m²,7 027 €/m²,Casas de Banho: 1,Novo
7455,Lisboa,"Estrela, Lisboa",T1,505 000 €,73 m²,6 918 €/m²,Casas de Banho: 1,Novo
7456,Lisboa,"Estrela, Lisboa",T1,508 000 €,73 m²,6 959 €/m²,Casas de Banho: 1,Novo
7457,Lisboa,"Estrela, Lisboa",T1,512 000 €,77 m²,6 649 €/m²,Casas de Banho: 1,Novo
7458,Lisboa,"Estrela, Lisboa",T1,515 000 €,75 m²,6 867 €/m²,Casas de Banho: 1,Novo
7459,Lisboa,"Estrela, Lisboa",T0,565 000 €,80 m²,7 063 €/m²,Casas de Banho: 1,Novo
7460,Lisboa,"Estrela, Lisboa",T1,555 000 €,82 m²,6 768 €/m²,Casas de Banho: 1,Novo
7461,Setúbal,"Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal",T2,129 000 €,84 m²,1 536 €/m²,Casas de Banho: 1,Usado
7462,Lisboa,"Estrela, Lisboa",T1,382 500 €,58 m²,6 595 €/m²,Casas de Banho: 1,Novo
7463,Lisboa,"Estrela, Lisboa",T1,860 000 €,130 m²,6 615 €/m²,Casas de Banho: 1,Novo
7464,Lisboa,"Estrela, Lisboa",T1,503 000 €,75 m²,6 707 €/m²,Casas de Banho: 1,Novo
7465,Lisboa,"Estrela, Lisboa",T1,500 000 €,73 m²,6 849 €/m²,Casas de Banho: 1,Novo
7466,Lisboa,"Estrela, Lisboa",T1,782 000 €,118 m²,6 627 €/m²,Casas de Banho: 1,Novo
7467,Ilha da Madeira,"São Martinho, Funchal, Ilha da Madeira",T2,280 000 €,"86,62 m²",3 233 €/m²,Casas de Banho: 2,Em construção
7468,Lisboa,"Estrela, Lisboa",T1,737 000 €,112 m²,6 580 €/m²,Casas de Banho: 1,Novo
7469,Lisboa,"Estrela, Lisboa",T1,815 000 €,123 m²,6 626 €/m²,Casas de Banho: 1,Novo
7470,Lisboa,"Estrela, Lisboa",T2,787 500 €,106 m²,7 429 €/m²,Casas de Banho: 1,Novo
7471,Lisboa,"Estrela, Lisboa",T1,432 000 €,53 m²,8 151 €/m²,Casas de Banho: 1,Novo
7472,Porto,"Ermesinde, Valongo, Porto",T2,188 000 €,88 m²,2 136 €/m²,Casas de Banho: 2,Em construção
7473,Porto,"Ermesinde, Valongo, Porto",T3,208 000 €,124 m²,1 677 €/m²,Casas de Banho: 3,Em construção
7474,Porto,"Águas Santas, Maia, Porto",T3,135 000 €,105 m²,1 286 €/m²,Casas de Banho: 2,Usado
7475,Porto,"Ermesinde, Valongo, Porto",T2,164 000 €,88 m²,1 864 €/m²,Casas de Banho: 2,Em construção
7476,Lisboa,"Belém, Lisboa",T1,860 000 €,76 m²,11 316 €/m²,Casas de Banho: 1,Em construção
7477,Lisboa,"Belém, Lisboa",T1,875 000 €,73 m²,11 986 €/m²,Casas de Banho: 1,Em construção
7478,Lisboa,"Belém, Lisboa",T3,2 500 000 €,189 m²,13 228 €/m²,Casas de Banho: 4 ou mais,Em construção
7479,Lisboa,"Belém, Lisboa",T1,875 000 €,65 m²,13 462 €/m²,Casas de Banho: 1,Em construção
7480,Lisboa,"Belém, Lisboa",T1,820 000 €,73 m²,11 233 €/m²,Casas de Banho: 1,Em construção
7481,Lisboa,"Belém, Lisboa",T1,875 000 €,72 m²,12 153 €/m²,Casas de Banho: 1,Em construção
7482,Lisboa,"Belém, Lisboa",T1,855 000 €,74 m²,11 554 €/m²,Casas de Banho: 1,Em construção
7483,Lisboa,"Belém, Lisboa",T2,1 055 000 €,110 m²,9 591 €/m²,Casas de Banho: 2,Em construção
7484,Lisboa,"Belém, Lisboa",T1,820 000 €,72 m²,11 389 €/m²,Casas de Banho: 1,Em construção
7485,Lisboa,"Belém, Lisboa",T1,855 000 €,76 m²,11 250 €/m²,Casas de Banho: 1,Em construção
7486,Lisboa,"Belém, Lisboa",T1,820 000 €,62 m²,13 226 €/m²,Casas de Banho: 1,Em construção
7487,Lisboa,"Belém, Lisboa",T2,1 055 000 €,112 m²,9 420 €/m²,Casas de Banho: 2,Em construção
7488,Setúbal,"Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal",T2,165 000 €,"104,35 m²",1 581 €/m²,Casas de Banho: 1,
7489,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T3,778 000 €,233 m²,3 339 €/m²,Casas de Banho: 3
7490,Setúbal,"Baixa da Banheira e Vale da Amoreira, Moita, Setúbal",T1,75 000 €,65 m²,1 154 €/m²,Casas de Banho: 1,Usado
7491,Coimbra,"Tavarede, Figueira da Foz, Coimbra",T2,130 000 €,"94,54 m²",1 375 €/m²,Casas de Banho: 1,Usado
7492,Porto,"Ramalde, Porto",Vídeo,T3,420 000 €,"133,74 m²",3 140 €/m²,Casas de Banho: 3
7493,Porto,"Aldoar, Foz do Douro e Nevogilde, Porto",Vídeo,T3,595 000 €,"119,28 m²",4 988 €/m²,Casas de Banho: 3
7494,Porto,"Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T2,104 000 €,104 m²,1 000 €/m²,Casas de Banho: 1,Usado
7495,Lisboa,"Porto Salvo, Oeiras, Lisboa",T5,900 000 €,228 m²,3 947 €/m²,Casas de Banho: 4 ou mais,Em construção
7496,Lisboa,"Porto Salvo, Oeiras, Lisboa",T4,775 000 €,168 m²,4 613 €/m²,Casas de Banho: 4 ou mais,Em construção
7497,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,550 000 €,137 m²,4 015 €/m²,Casas de Banho: 3,Em construção
7498,Lisboa,"Porto Salvo, Oeiras, Lisboa",T4,730 000 €,204 m²,3 578 €/m²,Casas de Banho: 4 ou mais,Em construção
7499,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,730 000 €,143 m²,5 105 €/m²,Casas de Banho: 3,Em construção
7500,Lisboa,"Porto Salvo, Oeiras, Lisboa",T3,700 000 €,140 m²,5 000 €/m²,Casas de Banho: 3,Em construção
7501,Lisboa,"Porto Salvo, Oeiras, Lisboa",T4,675 000 €,168 m²,4 018 €/m²,Casas de Banho: 4 ou mais,Em construção
